organization_id,organization_name,organization_name_normalized,organization_name_search_key,organization_type_code,organization_level,parent_organization_id,province_name,management
BCA-DISTRICT-DEPARTMENT-013904,Đội Cảnh sát hình sự - Công an huyện Vĩnh Lợi,đội cảnh sát hình sự công an huyện vĩnh lợi,doi canh sat hinh su cong an huyen vinh loi,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013899,Bạc Liêu,BCA
BCA-DISTRICT-DEPARTMENT-013905,Đội Cảnh sát ĐTTP về kinh tế và ma túy - Công an huyện Vĩnh Lợi,đội cảnh sát đttp về kinh tế và ma túy công an huyện vĩnh lợi,doi canh sat dttp ve kinh te va ma tuy cong an huyen vinh loi,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013899,Bạc Liêu,BCA
BCA-DISTRICT-DEPARTMENT-013906,Đội Cảnh sát QLHC về TTXH - Công an huyện Vĩnh Lợi,đội cảnh sát qlhc về ttxh công an huyện vĩnh lợi,doi canh sat qlhc ve ttxh cong an huyen vinh loi,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013899,Bạc Liêu,BCA
BCA-DISTRICT-DEPARTMENT-013907,Đội Cảnh sát Giao thông - Trật tự - Công an huyện Vĩnh Lợi,đội cảnh sát giao thông trật tự công an huyện vĩnh lợi,doi canh sat giao thong trat tu cong an huyen vinh loi,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013899,Bạc Liêu,BCA
BCA-DISTRICT-DEPARTMENT-013908,Đội Cảnh sát PCCC và CNCH - Công an huyện Vĩnh Lợi,đội cảnh sát pccc và cnch công an huyện vĩnh lợi,doi canh sat pccc va cnch cong an huyen vinh loi,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013899,Bạc Liêu,BCA
BCA-DISTRICT-DEPARTMENT-013909,Đội Cảnh sát thi hành án hình sự và HTTP - Công an huyện Vĩnh Lợi,đội cảnh sát thi hành án hình sự và http công an huyện vĩnh lợi,doi canh sat thi hanh an hinh su va http cong an huyen vinh loi,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013899,Bạc Liêu,BCA
BCA-DISTRICT-DEPARTMENT-013910,Đội Kỹ thuật hình sự - Công an huyện Vĩnh Lợi,đội kỹ thuật hình sự công an huyện vĩnh lợi,doi ky thuat hinh su cong an huyen vinh loi,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013899,Bạc Liêu,BCA
BCA-DISTRICT-DEPARTMENT-013911,Nhà tạm giữ - Công an huyện Vĩnh Lợi,nhà tạm giữ công an huyện vĩnh lợi,nha tam giu cong an huyen vinh loi,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013899,Bạc Liêu,BCA
BQP-DISTRICT-DEPARTMENT-013912,Ban Tham mưu - Ban Chỉ huy Quân sự huyện Vĩnh Lợi,ban tham mưu ban chỉ huy quân sự huyện vĩnh lợi,ban tham muu ban chi huy quan su huyen vinh loi,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-013900,Bạc Liêu,BQP
BQP-DISTRICT-DEPARTMENT-013913,Ban Chính trị - Ban Chỉ huy Quân sự huyện Vĩnh Lợi,ban chính trị ban chỉ huy quân sự huyện vĩnh lợi,ban chinh tri ban chi huy quan su huyen vinh loi,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-013900,Bạc Liêu,BQP
BQP-DISTRICT-DEPARTMENT-013914,Ban Hậu cần - Kỹ thuật - Ban Chỉ huy Quân sự huyện Vĩnh Lợi,ban hậu cần kỹ thuật ban chỉ huy quân sự huyện vĩnh lợi,ban hau can ky thuat ban chi huy quan su huyen vinh loi,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-013900,Bạc Liêu,BQP
BQP-DISTRICT-DEPARTMENT-013915,Ban Động viên - Ban Chỉ huy Quân sự huyện Vĩnh Lợi,ban động viên ban chỉ huy quân sự huyện vĩnh lợi,ban dong vien ban chi huy quan su huyen vinh loi,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-013900,Bạc Liêu,BQP
BQP-DISTRICT-DEPARTMENT-013916,Ban Dân quân tự vệ - Ban Chỉ huy Quân sự huyện Vĩnh Lợi,ban dân quân tự vệ ban chỉ huy quân sự huyện vĩnh lợi,ban dan quan tu ve ban chi huy quan su huyen vinh loi,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-013900,Bạc Liêu,BQP
BCA-PROVINCE-013917,Công an tỉnh Cà Mau,công an tỉnh cà mau,cong an tinh ca mau,POLICE_PROVINCE,PROVINCE,,Cà Mau,BCA
BQP-PROVINCE-013918,Bộ Chỉ huy Quân sự tỉnh Cà Mau,bộ chỉ huy quân sự tỉnh cà mau,bo chi huy quan su tinh ca mau,MILITARY_PROVINCE,PROVINCE,,Cà Mau,BQP
BCA-PROVINCE-DEPARTMENT-013919,Phòng Tham mưu - Công an tỉnh Cà Mau,phòng tham mưu công an tỉnh cà mau,phong tham muu cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013920,Thanh tra Công an - Công an tỉnh Cà Mau,thanh tra công an công an tỉnh cà mau,thanh tra cong an cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013921,Phòng Tổ chức cán bộ - Công an tỉnh Cà Mau,phòng tổ chức cán bộ công an tỉnh cà mau,phong to chuc can bo cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013922,Phòng Công tác đảng và công tác chính trị - Công an tỉnh Cà Mau,phòng công tác đảng và công tác chính trị công an tỉnh cà mau,phong cong tac dang va cong tac chinh tri cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013923,Phòng Hồ sơ nghiệp vụ - Công an tỉnh Cà Mau,phòng hồ sơ nghiệp vụ công an tỉnh cà mau,phong ho so nghiep vu cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013924,Phòng An ninh đối nội - Công an tỉnh Cà Mau,phòng an ninh đối nội công an tỉnh cà mau,phong an ninh doi noi cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013925,Phòng An ninh đối ngoại - Công an tỉnh Cà Mau,phòng an ninh đối ngoại công an tỉnh cà mau,phong an ninh doi ngoai cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013926,Phòng An ninh chính trị nội bộ - Công an tỉnh Cà Mau,phòng an ninh chính trị nội bộ công an tỉnh cà mau,phong an ninh chinh tri noi bo cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013927,Phòng An ninh kinh tế - Công an tỉnh Cà Mau,phòng an ninh kinh tế công an tỉnh cà mau,phong an ninh kinh te cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013928,Phòng An ninh mạng và PCTP sử dụng CNC - Công an tỉnh Cà Mau,phòng an ninh mạng và pctp sử dụng cnc công an tỉnh cà mau,phong an ninh mang va pctp su dung cnc cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013929,Phòng Quản lý xuất nhập cảnh - Công an tỉnh Cà Mau,phòng quản lý xuất nhập cảnh công an tỉnh cà mau,phong quan ly xuat nhap canh cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013930,Phòng An ninh điều tra - Công an tỉnh Cà Mau,phòng an ninh điều tra công an tỉnh cà mau,phong an ninh dieu tra cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013931,Phòng Cảnh sát hình sự - Công an tỉnh Cà Mau,phòng cảnh sát hình sự công an tỉnh cà mau,phong canh sat hinh su cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013932,Phòng Cảnh sát kinh tế - Công an tỉnh Cà Mau,phòng cảnh sát kinh tế công an tỉnh cà mau,phong canh sat kinh te cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013933,Phòng CSĐT tội phạm về ma túy - Công an tỉnh Cà Mau,phòng csđt tội phạm về ma túy công an tỉnh cà mau,phong csdt toi pham ve ma tuy cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013934,Phòng Cảnh sát QLHC về TTXH - Công an tỉnh Cà Mau,phòng cảnh sát qlhc về ttxh công an tỉnh cà mau,phong canh sat qlhc ve ttxh cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013935,Phòng Cảnh sát PCCC và CNCH - Công an tỉnh Cà Mau,phòng cảnh sát pccc và cnch công an tỉnh cà mau,phong canh sat pccc va cnch cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013936,Phòng Cảnh sát giao thông - Công an tỉnh Cà Mau,phòng cảnh sát giao thông công an tỉnh cà mau,phong canh sat giao thong cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013937,Phòng Kỹ thuật hình sự - Công an tỉnh Cà Mau,phòng kỹ thuật hình sự công an tỉnh cà mau,phong ky thuat hinh su cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013938,Phòng Cảnh sát thi hành án hình sự và HTTP - Công an tỉnh Cà Mau,phòng cảnh sát thi hành án hình sự và http công an tỉnh cà mau,phong canh sat thi hanh an hinh su va http cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013939,Phòng Cảnh sát cơ động - Công an tỉnh Cà Mau,phòng cảnh sát cơ động công an tỉnh cà mau,phong canh sat co dong cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013940,Cơ quan Cảnh sát điều tra - Công an tỉnh Cà Mau,cơ quan cảnh sát điều tra công an tỉnh cà mau,co quan canh sat dieu tra cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BCA-PROVINCE-DEPARTMENT-013941,Trại tạm giam - Công an tỉnh Cà Mau,trại tạm giam công an tỉnh cà mau,trai tam giam cong an tinh ca mau,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-013917,Cà Mau,BCA
BQP-PROVINCE-DEPARTMENT-013942,Phòng Tham mưu - Bộ Chỉ huy Quân sự tỉnh Cà Mau,phòng tham mưu bộ chỉ huy quân sự tỉnh cà mau,phong tham muu bo chi huy quan su tinh ca mau,MILITARY_DEPARTMENT,PROVINCE_DEPARTMENT,BQP-PROVINCE-013918,Cà Mau,BQP
BQP-PROVINCE-DEPARTMENT-013943,Phòng Chính trị - Bộ Chỉ huy Quân sự tỉnh Cà Mau,phòng chính trị bộ chỉ huy quân sự tỉnh cà mau,phong chinh tri bo chi huy quan su tinh ca mau,MILITARY_DEPARTMENT,PROVINCE_DEPARTMENT,BQP-PROVINCE-013918,Cà Mau,BQP
BQP-PROVINCE-DEPARTMENT-013944,Phòng Hậu cần - Kỹ thuật - Bộ Chỉ huy Quân sự tỉnh Cà Mau,phòng hậu cần kỹ thuật bộ chỉ huy quân sự tỉnh cà mau,phong hau can ky thuat bo chi huy quan su tinh ca mau,MILITARY_DEPARTMENT,PROVINCE_DEPARTMENT,BQP-PROVINCE-013918,Cà Mau,BQP
BQP-PROVINCE-DEPARTMENT-013945,Ban Tác huấn - Bộ Chỉ huy Quân sự tỉnh Cà Mau,ban tác huấn bộ chỉ huy quân sự tỉnh cà mau,ban tac huan bo chi huy quan su tinh ca mau,MILITARY_DEPARTMENT,PROVINCE_DEPARTMENT,BQP-PROVINCE-013918,Cà Mau,BQP
BQP-PROVINCE-DEPARTMENT-013946,Ban Dân quân tự vệ - Bộ Chỉ huy Quân sự tỉnh Cà Mau,ban dân quân tự vệ bộ chỉ huy quân sự tỉnh cà mau,ban dan quan tu ve bo chi huy quan su tinh ca mau,MILITARY_DEPARTMENT,PROVINCE_DEPARTMENT,BQP-PROVINCE-013918,Cà Mau,BQP
BQP-PROVINCE-DEPARTMENT-013947,Ban Quân lực - Bộ Chỉ huy Quân sự tỉnh Cà Mau,ban quân lực bộ chỉ huy quân sự tỉnh cà mau,ban quan luc bo chi huy quan su tinh ca mau,MILITARY_DEPARTMENT,PROVINCE_DEPARTMENT,BQP-PROVINCE-013918,Cà Mau,BQP
BQP-PROVINCE-DEPARTMENT-013948,Ban Tuyên huấn - Bộ Chỉ huy Quân sự tỉnh Cà Mau,ban tuyên huấn bộ chỉ huy quân sự tỉnh cà mau,ban tuyen huan bo chi huy quan su tinh ca mau,MILITARY_DEPARTMENT,PROVINCE_DEPARTMENT,BQP-PROVINCE-013918,Cà Mau,BQP
BQP-PROVINCE-DEPARTMENT-013949,Ban Cán bộ - Bộ Chỉ huy Quân sự tỉnh Cà Mau,ban cán bộ bộ chỉ huy quân sự tỉnh cà mau,ban can bo bo chi huy quan su tinh ca mau,MILITARY_DEPARTMENT,PROVINCE_DEPARTMENT,BQP-PROVINCE-013918,Cà Mau,BQP
BQP-PROVINCE-DEPARTMENT-013950,Ban Tổ chức - Bộ Chỉ huy Quân sự tỉnh Cà Mau,ban tổ chức bộ chỉ huy quân sự tỉnh cà mau,ban to chuc bo chi huy quan su tinh ca mau,MILITARY_DEPARTMENT,PROVINCE_DEPARTMENT,BQP-PROVINCE-013918,Cà Mau,BQP
BQP-PROVINCE-DEPARTMENT-013951,Ban Tài chính - Bộ Chỉ huy Quân sự tỉnh Cà Mau,ban tài chính bộ chỉ huy quân sự tỉnh cà mau,ban tai chinh bo chi huy quan su tinh ca mau,MILITARY_DEPARTMENT,PROVINCE_DEPARTMENT,BQP-PROVINCE-013918,Cà Mau,BQP
BQP-PROVINCE-DEPARTMENT-013952,Ban Cơ yếu - Bộ Chỉ huy Quân sự tỉnh Cà Mau,ban cơ yếu bộ chỉ huy quân sự tỉnh cà mau,ban co yeu bo chi huy quan su tinh ca mau,MILITARY_DEPARTMENT,PROVINCE_DEPARTMENT,BQP-PROVINCE-013918,Cà Mau,BQP
BCA-DISTRICT-013953,Công an thành phố Cà Mau,công an thành phố cà mau,cong an thanh pho ca mau,POLICE_DISTRICT,DISTRICT,BCA-PROVINCE-013917,Cà Mau,BCA
BQP-DISTRICT-013954,Ban Chỉ huy Quân sự thành phố Cà Mau,ban chỉ huy quân sự thành phố cà mau,ban chi huy quan su thanh pho ca mau,MILITARY_DISTRICT,DISTRICT,BQP-PROVINCE-013918,Cà Mau,BQP
BCA-DISTRICT-DEPARTMENT-013955,Đội Tổng hợp - Công an thành phố Cà Mau,đội tổng hợp công an thành phố cà mau,doi tong hop cong an thanh pho ca mau,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013953,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013956,Đội An ninh - Công an thành phố Cà Mau,đội an ninh công an thành phố cà mau,doi an ninh cong an thanh pho ca mau,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013953,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013957,Đội Điều tra tổng hợp - Công an thành phố Cà Mau,đội điều tra tổng hợp công an thành phố cà mau,doi dieu tra tong hop cong an thanh pho ca mau,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013953,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013958,Đội Cảnh sát hình sự - Công an thành phố Cà Mau,đội cảnh sát hình sự công an thành phố cà mau,doi canh sat hinh su cong an thanh pho ca mau,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013953,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013959,Đội Cảnh sát ĐTTP về kinh tế và ma túy - Công an thành phố Cà Mau,đội cảnh sát đttp về kinh tế và ma túy công an thành phố cà mau,doi canh sat dttp ve kinh te va ma tuy cong an thanh pho ca mau,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013953,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013960,Đội Cảnh sát QLHC về TTXH - Công an thành phố Cà Mau,đội cảnh sát qlhc về ttxh công an thành phố cà mau,doi canh sat qlhc ve ttxh cong an thanh pho ca mau,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013953,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013961,Đội Cảnh sát Giao thông - Trật tự - Công an thành phố Cà Mau,đội cảnh sát giao thông trật tự công an thành phố cà mau,doi canh sat giao thong trat tu cong an thanh pho ca mau,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013953,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013962,Đội Cảnh sát PCCC và CNCH - Công an thành phố Cà Mau,đội cảnh sát pccc và cnch công an thành phố cà mau,doi canh sat pccc va cnch cong an thanh pho ca mau,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013953,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013963,Đội Cảnh sát thi hành án hình sự và HTTP - Công an thành phố Cà Mau,đội cảnh sát thi hành án hình sự và http công an thành phố cà mau,doi canh sat thi hanh an hinh su va http cong an thanh pho ca mau,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013953,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013964,Đội Kỹ thuật hình sự - Công an thành phố Cà Mau,đội kỹ thuật hình sự công an thành phố cà mau,doi ky thuat hinh su cong an thanh pho ca mau,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013953,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013965,Nhà tạm giữ - Công an thành phố Cà Mau,nhà tạm giữ công an thành phố cà mau,nha tam giu cong an thanh pho ca mau,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013953,Cà Mau,BCA
BQP-DISTRICT-DEPARTMENT-013966,Ban Tham mưu - Ban Chỉ huy Quân sự thành phố Cà Mau,ban tham mưu ban chỉ huy quân sự thành phố cà mau,ban tham muu ban chi huy quan su thanh pho ca mau,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-013954,Cà Mau,BQP
BQP-DISTRICT-DEPARTMENT-013967,Ban Chính trị - Ban Chỉ huy Quân sự thành phố Cà Mau,ban chính trị ban chỉ huy quân sự thành phố cà mau,ban chinh tri ban chi huy quan su thanh pho ca mau,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-013954,Cà Mau,BQP
BQP-DISTRICT-DEPARTMENT-013968,Ban Hậu cần - Kỹ thuật - Ban Chỉ huy Quân sự thành phố Cà Mau,ban hậu cần kỹ thuật ban chỉ huy quân sự thành phố cà mau,ban hau can ky thuat ban chi huy quan su thanh pho ca mau,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-013954,Cà Mau,BQP
BQP-DISTRICT-DEPARTMENT-013969,Ban Động viên - Ban Chỉ huy Quân sự thành phố Cà Mau,ban động viên ban chỉ huy quân sự thành phố cà mau,ban dong vien ban chi huy quan su thanh pho ca mau,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-013954,Cà Mau,BQP
BQP-DISTRICT-DEPARTMENT-013970,Ban Dân quân tự vệ - Ban Chỉ huy Quân sự thành phố Cà Mau,ban dân quân tự vệ ban chỉ huy quân sự thành phố cà mau,ban dan quan tu ve ban chi huy quan su thanh pho ca mau,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-013954,Cà Mau,BQP
BCA-DISTRICT-013971,Công an huyện Cái Nước,công an huyện cái nước,cong an huyen cai nuoc,POLICE_DISTRICT,DISTRICT,BCA-PROVINCE-013917,Cà Mau,BCA
BQP-DISTRICT-013972,Ban Chỉ huy Quân sự huyện Cái Nước,ban chỉ huy quân sự huyện cái nước,ban chi huy quan su huyen cai nuoc,MILITARY_DISTRICT,DISTRICT,BQP-PROVINCE-013918,Cà Mau,BQP
BCA-DISTRICT-DEPARTMENT-013973,Đội Tổng hợp - Công an huyện Cái Nước,đội tổng hợp công an huyện cái nước,doi tong hop cong an huyen cai nuoc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013971,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013974,Đội An ninh - Công an huyện Cái Nước,đội an ninh công an huyện cái nước,doi an ninh cong an huyen cai nuoc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013971,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013975,Đội Điều tra tổng hợp - Công an huyện Cái Nước,đội điều tra tổng hợp công an huyện cái nước,doi dieu tra tong hop cong an huyen cai nuoc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013971,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013976,Đội Cảnh sát hình sự - Công an huyện Cái Nước,đội cảnh sát hình sự công an huyện cái nước,doi canh sat hinh su cong an huyen cai nuoc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013971,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013977,Đội Cảnh sát ĐTTP về kinh tế và ma túy - Công an huyện Cái Nước,đội cảnh sát đttp về kinh tế và ma túy công an huyện cái nước,doi canh sat dttp ve kinh te va ma tuy cong an huyen cai nuoc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013971,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013978,Đội Cảnh sát QLHC về TTXH - Công an huyện Cái Nước,đội cảnh sát qlhc về ttxh công an huyện cái nước,doi canh sat qlhc ve ttxh cong an huyen cai nuoc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013971,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013979,Đội Cảnh sát Giao thông - Trật tự - Công an huyện Cái Nước,đội cảnh sát giao thông trật tự công an huyện cái nước,doi canh sat giao thong trat tu cong an huyen cai nuoc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013971,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013980,Đội Cảnh sát PCCC và CNCH - Công an huyện Cái Nước,đội cảnh sát pccc và cnch công an huyện cái nước,doi canh sat pccc va cnch cong an huyen cai nuoc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013971,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013981,Đội Cảnh sát thi hành án hình sự và HTTP - Công an huyện Cái Nước,đội cảnh sát thi hành án hình sự và http công an huyện cái nước,doi canh sat thi hanh an hinh su va http cong an huyen cai nuoc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013971,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013982,Đội Kỹ thuật hình sự - Công an huyện Cái Nước,đội kỹ thuật hình sự công an huyện cái nước,doi ky thuat hinh su cong an huyen cai nuoc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013971,Cà Mau,BCA
BCA-DISTRICT-DEPARTMENT-013983,Nhà tạm giữ - Công an huyện Cái Nước,nhà tạm giữ công an huyện cái nước,nha tam giu cong an huyen cai nuoc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-013971,Cà Mau,BCA
BQP-DISTRICT-DEPARTMENT-013984,Ban Tham mưu - Ban Chỉ huy Quân sự huyện Cái Nước,ban tham mưu ban chỉ huy quân sự huyện cái nước,ban tham muu ban chi huy quan su huyen cai nuoc,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-013972,Cà Mau,BQP
BQP-DISTRICT-DEPARTMENT-013985,Ban Chính trị - Ban Chỉ huy Quân sự huyện Cái Nước,ban chính trị ban chỉ huy quân sự huyện cái nước,ban chinh tri ban chi huy quan su huyen cai nuoc,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-013972,Cà Mau,BQP
BQP-DISTRICT-DEPARTMENT-013986,Ban Hậu cần - Kỹ thuật - Ban Chỉ huy Quân sự huyện Cái Nước,ban hậu cần kỹ thuật ban chỉ huy quân sự huyện cái nước,ban hau can ky thuat ban chi huy quan su huyen cai nuoc,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-013972,Cà Mau,BQP
BQP-DISTRICT-DEPARTMENT-013987,Ban Động viên - Ban Chỉ huy Quân sự huyện Cái Nước,ban động viên ban chỉ huy quân sự huyện cái nước,ban dong vien ban chi huy quan su huyen cai nuoc,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-013972,Cà Mau,BQP
BQP-DISTRICT-DEPARTMENT-013988,Ban Dân quân tự vệ - Ban Chỉ huy Quân sự huyện Cái Nước,ban dân quân tự vệ ban chỉ huy quân sự huyện cái nước,ban dan quan tu ve ban chi huy quan su huyen cai nuoc,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-013972,Cà Mau,BQP
BCA-DISTRICT-013989,Công an huyện Đầm Dơi,công an huyện đầm dơi,cong an huyen dam doi,POLICE_DISTRICT,DISTRICT,BCA-PROVINCE-013917,Cà Mau,BCA
